tconst	isAdult	startYear	genres	runtimeMinutes	averageRating	directors	writers
tt0115509	0	1996	Adventure,Animation,Family	82	5.5	nm0500858,nm0754678	nm0647592,nm0911660,nm0949861,nm0089940,nm0188580,nm0325776,nm0500858,nm0588818,nm0662505,nm0690112,nm0776081,nm0825733,nm0918955
tt0115530	0	1996	Drama	88	5.8	nm0180912	nm0000519
tt0115536	0	1996	Comedy,Romance	117	6.5	nm0350957	nm0305864,nm0350957,nm0406528,nm0649875
tt0115561	0	1996	Drama,Mystery,Romance	116	7.3	nm0590813	nm0590813
tt0115568	0	1996	Action,Drama	153	4.4	nm0792905	nm0063357,nm0240882
tt0115571	0	1996	Mystery,Sci-Fi,Thriller	115	6.2	nm0878638	nm0878638
tt0115577	0	1996	Comedy	100	8.0	nm0135952	nm0135952,nm0505964
tt0115580	0	1996	Comedy	114	6.1	nm0677953	nm0697412,nm0140643,nm0301390,nm0857904
tt0115610	0	1996	Horror,Thriller	80	5.8	nm0714599	nm0810316,nm0714599
tt0115624	0	1996	Action,Sci-Fi	98	3.6	nm0389514	nm0912431,nm0149669,nm0679326
tt0115632	0	1996	Biography,Drama	107	6.9	nm0773603	nm0538107,nm16693893,nm0773603,nm1035537
tt0115633	0	1996	Drama	98	7.3	nm0001378	nm0021433,nm0580559
tt0115638	0	1996	Comedy,History,Romance	116	6.7	nm0596850	nm0347589,nm0596850,nm0109972
tt0115639	0	1996	Comedy,Drama,Romance	112	7.1	nm0001130	nm0003298
tt0115640	0	1996	Comedy,Drama,Romance	90	7.6	nm0531751	nm1281893
tt0115641	0	1996	Adventure,Animation,Comedy	81	6.8	nm1070945,nm0431918,nm0221133,nm1301264,nm0438394	nm0431918,nm0830294,nm1301264
tt0115644	0	1996	Drama,Romance	87	6.1	nm0325533	nm0325533
tt0115645	0	1996	Crime,Drama,Mystery	108	6.1	nm0775447	nm0114595,nm0848217
tt0115647	0	1997	Action,Thriller	89	4.2	nm0341716	nm0651608,nm0177593
tt0115650	0	1996	Comedy,Sci-Fi	99	7.1	nm0785684	nm0785684
tt0115658	0	1996	Comedy,Drama	87	7.1	nm0243355	nm0243355,nm0491229
tt0115665	0	1996	Action,Romance,Thriller	90	6.7	nm1194107,nm1189181,nm0504980,nm1196968	nm0844036
tt0115669	0	1995	Drama	91	7.7	nm0943177	nm2017975,nm0917659
tt0115676	0	1996	Comedy,Thriller	90	4.8	nm0591171	nm0425756
tt0115678	0	1996	Drama,Romance	109	7.3	nm0001714,nm0001804	nm0001804,nm0873579
tt0115683	0	1996	Comedy	88	4.4	nm0089176	nm0498963,nm0669692,nm0089820,nm0462835,nm0545085
tt0115685	0	1996	Comedy	117	7.2	nm0001566	nm0688497,nm0891554,nm0596850,nm0200473,nm0561938
tt0115693	0	1996	Action,Adventure,Comedy	99	6.0	nm0496752	nm0007139,nm0401195,nm0151125,nm0530865,nm0401176,nm2189141
tt0115697	0	1996	Comedy	87	6.2	nm0790715	nm0937748
tt0115701	0	1997	Action	105	4.3	nm0089502	nm0089502
tt0115710	0	1996	Crime,Drama,Thriller	101	6.0	nm0706182	nm0898382,nm0706182,nm0189105
tt0115725	0	1996	Comedy,Family,Fantasy	110	5.4	nm0422484	nm0745087,nm4267752,nm0765091
tt0115734	0	1996	Comedy,Crime,Drama	91	6.9	nm0027572	nm0005562,nm0027572
tt0115736	0	1996	Crime,Thriller	109	7.3	nm0905154,nm0905152	nm0905152,nm0905154
tt0115738	0	1996	Comedy,Drama	112	7.1	nm0001139	nm0001139
tt0115742	0	1996	Drama,Mystery,Romance	86	4.9	nm0168214	nm0168214,nm0759070
tt0115744	0	1996	Comedy,Drama,Music	108	7.2	nm0379179	nm0379179
tt0115751	0	1996	Drama	153	7.8	nm0001885	nm0001885,nm0039576,nm0685168
tt0115759	0	1996	Action,Adventure,Thriller	108	6.1	nm0000247	nm0003662
tt0115781	0	1996	Action,Crime,Drama	96	6.4	nm0854697	nm0000620,nm0747912
tt0115783	0	1996	Action,Comedy,Crime	84	5.8	nm0225416	nm0311020,nm0171474
tt0115794	0	1996	Drama,Romance	92	4.4	nm0000940	nm0296658,nm0000940
tt0115798	0	1996	Comedy,Drama,Thriller	96	6.1	nm0001774	nm0392648
tt0115813	0	1997	Horror,Mystery	88	5.8	nm0178251,nm0003209,nm0783751	nm0003209,nm0541989,nm0178251
tt0115819	0	1993	Comedy,Horror,Musical	95	6.9	nm0005295	nm0005295,nm0001778
tt0115822	0	1996	Drama,War	129	7.2	nm0851724	nm0181924,nm0851724,nm0893712
tt0115832	0	1996	Drama,Romance,War	127	6.7	nm0516360	nm0491956
tt0115834	0	1996	Action,Horror,Sci-Fi	85	3.1	nm0934912	nm0449246,nm1044052,nm0761930
tt0115836	0	1996	Comedy	89	5.0	nm0002137	nm0722610
tt0115837	0	1996	Drama,Romance	109	6.3	nm0000853	nm0365659,nm0428002
tt0115847	0	1996	Drama,Thriller	110	6.5	nm0950001	nm0690069
tt0115851	0	1996	Comedy,Sport	91	5.3	nm0213726	nm0031976,nm0703800
tt0115856	0	1996	Comedy,Romance	91	6.9	nm0458251	nm0458251
tt0115857	0	1996	Action,Drama,Sci-Fi	107	5.7	nm0001112	nm0772829,nm0780622,nm0295264,nm0493369,nm0097544
tt0115862	0	1996	Crime,Drama,Thriller	113	6.0	nm0001226	nm0001300,nm0001279,nm0004675
tt0115886	0	1996	Comedy,Drama,Romance	101	6.3	nm0242064	nm0242064
tt0115899	0	1996	Comedy,Romance	93	6.8	nm0682251	nm0682251,nm0894787
tt0115906	0	1996	Comedy,Drama	106	7.0	nm0668247	nm0668247,nm0852591
tt0115907	0	1996	Crime,Drama,Mystery	111	6.2	nm0000887	nm0513601,nm0001707,nm0683380,nm0325743
tt0115927	0	1997	Comedy,Drama,Romance	88	5.5	nm0850044	nm0850044
tt0115928	0	1996	Comedy,Drama,Romance	178	6.7	nm0221611	nm0099802,nm0221611
tt0115940	0	1996	Comedy,Drama,Romance	113	7.6	nm0006445	nm0006445
tt0115950	0	1996	Comedy,Drama,Romance	93	6.7	nm0170043	nm0170043
tt0115951	0	1996	Comedy,Drama,Music	100	6.6	nm0423623	nm0637491
tt0115956	0	1996	Action,Drama,Mystery	116	6.6	nm0001880	nm0242059
tt0115963	0	1996	Drama,Fantasy,Horror	101	6.5	nm0281598	nm0276823,nm0281598
tt0115964	0	1996	Drama	100	6.4	nm0000343	nm0050618,nm0000343
tt0115985	0	1996	Action,Comedy,Sci-Fi	91	5.3	nm0710568	nm0710568,nm0710598
tt0115986	0	1996	Action,Crime,Fantasy	84	4.6	nm0691194	nm0639335,nm0275286
tt0115988	0	1996	Drama,History	124	6.8	nm0405336	nm0007186
tt0115994	0	1996	Comedy,Crime,Thriller	88	5.9	nm0102929	nm0102929,nm0531021
tt0116000	0	1996	Action,Comedy,Drama	104	5.5	nm0509409	nm0109359,nm0425540,nm0122950
tt0116005	0	1996	Drama,Romance	115	6.6	nm0393254	nm0465492,nm0393254,nm4035120
tt0116014	0	1996	Action,Comedy,Fantasy	89	6.9	nm0159507,nm0463674	nm0159507,nm0463674,nm2650758
tt0116016	0	1996	Action,Drama	92	4.4	nm0247621	nm0016519,nm3307795,nm0503600
tt0116036	0	1996	Comedy,Fantasy,Romance	97	6.3	nm0800872	nm0800872
tt0116039	0	1996	Action,Adventure,Thriller	96	3.8	nm0796477	nm0796477
tt0116040	0	1996	Action,Adventure,Drama	114	6.0	nm0003418	nm0092018
tt0116041	0	1996	Comedy,Drama	87	7.0	nm0609549	nm0609549
tt0116059	0	1996	Comedy	112	5.5	nm0005190	nm0500329,nm0438230
tt0116070	0	1996	Drama	85	5.6	nm0755158	nm0755158
tt0116075	0	1996	Horror,Thriller	92	5.4	nm0951206	nm0660016,nm0002340,nm0277393
tt0116095	0	1996	Drama,Horror,Mystery	107	5.5	nm0154819	nm0092267,nm0092268,nm0167241,nm0740400
tt0116102	0	1996	Comedy,Drama,Romance	92	7.0	nm0817811	nm0545454
tt0116116	0	1996	Comedy,Drama	99	7.1	nm0296144	nm0477595
tt0116126	0	1996	Comedy,Crime	89	6.5	nm0054077	nm0915465,nm0005541,nm0064556
tt0116130	0	1996	Comedy	92	6.2	nm0911486	nm0933505,nm0476065,nm0906997
tt0116136	0	1996	Action,Adventure,Fantasy	103	6.4	nm0003418	nm0425957,nm0688279
tt0116138	0	1996	Comedy	76	5.2	nm0321137,nm0409007	nm0409007,nm0321137
tt0116141	0	1996	Comedy,Drama,Romance	90	5.9	nm0213329	nm0213329
tt0116147	0	1997	Action,Adventure,Comedy	100	6.6	nm0911036	nm0680780
tt0116151	0	1996	Adventure,Comedy,Family	88	5.4	nm0477129	nm0394201,nm0333949
tt0116163	0	1996	Comedy,Crime,Horror	98	6.5	nm0946875	nm0154248
tt0116164	0	1996	Comedy,Crime,Romance	102	6.8	nm0797841	nm0797841,nm0074923
tt0116165	0	1996	Comedy,Family,Sport	94	2.8	nm0184323	nm0724192,nm0148489,nm0262693
tt0116168	0	1996	Comedy,Sport	100	5.2	nm0711114	nm0951599,nm0119542,nm0175300,nm0521649,nm0150749,nm1044491,nm0490958
tt0116191	0	1996	Comedy,Drama,Romance	120	6.6	nm0569790	nm0000807,nm0569790
tt0116209	0	1996	Drama,Romance,War	162	7.4	nm0005237	nm0648546,nm0005237
tt0116213	0	1996	Action,Crime,Thriller	115	6.2	nm0751080	nm0701049,nm0338396,nm0155961
tt0116225	0	1996	Action,Adventure,Sci-Fi	101	5.7	nm0000118	nm0000118,nm0145309,nm0384185,nm0000621
tt0116231	0	1996	Crime,Drama	128	8.1	nm0877078	nm0877078
tt0116240	0	1996	Comedy,Drama,Romance	129	5.9	nm0363326	nm0573505,nm0363326
tt0116242	0	1996	Comedy,Musical,Romance	101	6.7	nm0000095	nm0000095
tt0116247	0	1995	Comedy,Horror	93	5.5	nm0414936	nm0414936,nm0526615,nm1766786
tt0116250	0	1996	Biography,Drama,History	135	6.3	nm0000570	nm0005358,nm0000570,nm0000231
tt0116253	0	1996	Action,Adventure,Thriller	133	6.5	nm0000829	nm0859029,nm0859049
tt0116259	0	1996	Crime,Drama,Mystery	118	6.2	nm0000776	nm0658375,nm0006904
tt0116260	0	1996	Crime,Drama,Thriller	101	6.2	nm0772259	nm0392788,nm0798646,nm0415425
tt0116261	0	1997	Crime,Drama	84	7.3	nm0625789	nm0625789
tt0116269	0	1996	Comedy,Crime,Drama	91	5.7	nm0005196	nm0001590
tt0116274	0	1996	Comedy,Drama	98	7.2	nm0508208	nm0508208
tt0116275	0	1996	Comedy,Drama	109	7.1	nm0669004	nm0000671,nm0258370
tt0116277	0	1996	Action,Drama,Sport	116	5.9	nm0001716	nm0009029,nm0840380
tt0116279	0	1996	Comedy	97	5.3	nm0661345	nm0070380,nm0073053,nm0207401,nm0661345,nm0767586,nm0897715
tt0116282	0	1996	Crime,Drama,Thriller	98	8.1	nm0001054,nm0001053	nm0001053,nm0001054
tt0116287	0	1996	Drama,Thriller	97	6.2	nm0001226	nm0189610
tt0116289	0	1996	Comedy,Crime,Drama	99	5.4	nm0047076	nm0047076
tt0116293	0	1996	Drama,Fantasy,Thriller	120	5.3	nm0834201	nm0438303,nm0372877,nm0834201
tt0116294	0	1996	Romance,Sci-Fi	89	4.6	nm0724037	nm0284943,nm0724037
tt0116295	0	1996	Drama,Romance	130	6.6	nm0155280	nm0155280,nm0795511,nm0910835
tt0116296	0	1996	Comedy,Drama	106	6.7	nm0899501	nm0116263,nm0899501
tt0116308	0	1996	Crime,Drama,Romance	104	7.1	nm0576548	nm0576548
tt0116311	0	1996	Comedy,Family	101	5.2	nm0262693	nm0445552
tt0116313	0	1996	Comedy	103	6.5	nm0933505	nm0326118,nm0363326
tt0116320	0	1996	Action,Adventure,Comedy	98	5.4	nm0393661	nm0926211
tt0116322	0	1996	Adventure,Crime,Drama	95	5.3	nm0788454	nm0115202,nm0184689,nm0918918,nm0788454
tt0116324	0	1996	Comedy	92	6.7	nm0751102	nm0751102
tt0116329	0	1996	Adventure,Drama,Family	107	6.9	nm0050597	nm0514043,nm0734441,nm0571706
tt0116334	0	1996	Comedy,Drama,War	84	6.1	nm0000419	nm0000419
tt0116341	0	1996	Action,Adventure,Comedy	93	3.6	nm0635760	nm0841861,nm0860151
tt0116353	0	1996	Drama,Romance	102	6.1	nm0371852	nm0643093,nm0924772
tt0116361	0	1996	Crime,Drama,Thriller	104	6.8	nm0109165	nm0109165
tt0116365	0	1996	Comedy,Fantasy,Horror	110	7.1	nm0001392	nm0909638,nm0001392
tt0116367	0	1996	Action,Crime,Horror	108	7.2	nm0001675	nm0476071,nm0000233
tt0116378	0	1996	Crime,Drama	99	6.6	nm0001206	nm0820669
tt0116384	0	1996	Drama,Mystery,Romance	75	6.9	nm0538532	nm0538532
tt0116390	0	1996	Action,Drama,Fantasy	99	7.0	nm0437526	nm0411872
tt0116404	0	1996	Adventure,Drama,History	120	6.9	nm0000490	nm0090066
tt0116405	0	1996	Comedy	91	4.7	nm0588458	nm0588458
tt0116407	0	1996	Action,Drama	158	7.5	nm0764316	nm0222422,nm1185046,nm0706953,nm0764316
tt0116409	0	1996	Adventure,Drama,Thriller	110	6.8	nm0394280	nm0001279
tt0116410	0	1996	Drama,History	130	6.7	nm0001661	nm0171474
tt0116414	0	1996	Comedy,Drama	108	5.3	nm0000490	nm0663016
tt0116421	0	1996	Action,Comedy,Crime	91	5.4	nm0336726	nm0110778
tt0116422	0	1995	Comedy	100	5.6	nm0929186	nm0929186
tt0116426	0	1996	Action,Comedy,Fantasy	95	7.2	nm0159507,nm0497758	nm0159507,nm2650758,nm0874683
tt0116442	0	1996	Comedy,Drama,Music	116	6.7	nm0025978	nm0025978
tt0116445	0	1996	Comedy	85	5.9	nm0496312	nm0296829,nm0496312
tt0116446	0	1996	Crime,Thriller	90	5.7	nm0665321	nm0322143,nm0665321,nm0665322,nm0923316
tt0116447	0	1996	Comedy,Drama	80	6.8	nm0001752	nm0336960,nm0787368
tt0116448	0	1996	Comedy,Sport	91	5.5	nm0399737	nm0376676,nm0005421
tt0116455	0	1996	Action,Drama	98	6.6	nm0490487	nm0401199,nm0939236
tt0116456	0	1996	Action,Crime,Thriller	97	7.0	nm0490487	nm2587183,nm2633112,nm0939236
tt0116477	0	1996	Drama	242	7.7	nm0000110	nm0000636,nm0000110
tt0116480	0	1996	Biography,Drama,War	159	7.2	nm0873296	nm0257981,nm0361101,nm0873296
tt0116481	0	1997	Comedy,Documentary,Drama	98	7.6	nm0082835	\N
tt0116483	0	1996	Comedy,Sport	92	7.0	nm0240797	nm0379056,nm0001191
tt0116488	0	1996	Comedy,Drama,Music	92	7.2	nm0567680	nm0048802,nm0877761
tt0116493	0	1996	Comedy,Drama,Family	100	6.0	nm0400486	nm0280447,nm0852430,nm0848027,nm0677956,nm0714246
tt0116502	0	1996	Comedy,Thriller	92	6.0	nm0933604	nm0407602,nm0259255,nm0547312
tt0116503	0	1996	Comedy,Horror	82	5.3	nm0023929	nm0023929,nm0139605
tt0116506	0	1995	Drama,History,Thriller	100	6.1	nm0956537	nm0956537,nm0787570
tt0116508	0	1996	Drama,Mystery,Thriller	132	5.8	nm0423333	nm0121715,nm0679037,nm0291082
tt0116514	0	1996	Horror,Sci-Fi	85	5.1	nm0944892	nm0040643
tt0116516	0	1996	Crime,Horror,Thriller	84	5.0	nm0661257	nm0661257
tt0116531	0	1996	Comedy,Crime,Romance	86	5.6	nm0000952	nm0001878,nm0516598,nm0698493
tt0116552	0	1996	Adventure,Comedy,Family	88	5.9	nm0254786	nm0369675,nm0382997,nm0122484
tt0116557	0	1996	Action,Drama,History	109	2.6	nm0464424	nm0625909
tt0116571	0	1996	Comedy,Family	108	5.8	nm0934863	nm0330195
tt0116581	0	1996	Comedy,Drama	118	7.5	nm0233757	nm0233757
tt0116583	0	1996	Animation,Drama,Family	91	7.0	nm0873779,nm0936374	nm0614742,nm0401076,nm0575293,nm0879318,nm0925276,nm0731271,nm0363125,nm0110293,nm0110294,nm0326814,nm0152312,nm0811279,nm0135296,nm0723633,nm0560329,nm0998551,nm0927845,nm0969162,nm0091161,nm0635488,nm0322368,nm0361315,nm0089626,nm0629734,nm0278181
tt0116587	0	1996	Drama,Romance	79	5.8	nm0145684,nm0478418	nm0478418,nm0145684
tt0116589	0	1996	Documentary,History,Music	84	7.5	nm0695629	\N
tt0116592	0	1996	Drama,Romance	88	5.3	nm0394119	nm0450277
tt0116594	0	1996	Biography,Drama	103	6.6	nm0366004	nm0628534,nm0875844,nm0366004,nm0590889
tt0116601	0	1996	Comedy,Drama	135	6.5	nm0306949	nm0306949
tt0116606	0	1996	Comedy,Romance	92	4.9	nm0769703	nm0769703,nm0819045
tt0116621	0	1996	Biography,Drama,Romance	113	5.9	nm0000277	nm0898006,nm0619268,nm0778819,nm0898001,nm0797397,nm0357703
tt0116629	0	1996	Action,Adventure,Sci-Fi	145	7.0	nm0000386	nm0002041,nm0000386
tt0116630	0	1996	Action,Drama,Thriller	185	8.1	nm0788171	nm0788171,nm1391608,nm0837675
tt0116635	0	1996	Biography,Drama	119	6.1	nm0000111	nm0275509,nm2295075,nm0110832
tt0116650	0	1996	Comedy,Drama	99	7.0	nm0000801	nm0000801
tt0116654	0	1996	Horror,Sci-Fi,Thriller	96	4.6	nm0001239,nm0822582	nm0920229,nm0822582,nm0404396
tt0116661	0	1997	Comedy,Romance	100	6.1	nm0378794	nm0378794
tt0116669	0	1996	Comedy,Drama,Fantasy	113	5.8	nm0000338	nm0218621,nm0618800
tt0116676	0	1996	Adventure,Comedy	100	6.0	nm0891554	nm0891554
tt0116681	0	1996	Adventure,Family,Fantasy	91	5.6	nm0406936	nm0406936
tt0116683	0	1996	Adventure,Animation,Family	79	6.7	nm0783139	nm0001094,nm0456732,nm0731271,nm0089237
tt0116684	0	1996	Drama,Romance	112	6.8	nm0001874	nm0111576,nm0925849,nm0001874,nm5462342
tt0116690	0	1996	Action,Romance	180	5.9	nm0438029	nm0318616,nm0438029
tt0116692	0	1996	Drama,Music	109	7.4	nm0512862	nm0512862,nm0785237
tt0116695	0	1996	Comedy,Drama,Romance	139	7.3	nm0001081	nm0001081
tt0116696	0	1996	Drama	168	6.9	nm0000806	nm0000806,nm0481248,nm0503893,nm0960161
tt0116704	0	1996	Action,Adventure,Comedy	107	6.6	nm0867262	nm0578128,nm0867225,nm0867262,nm0870802
tt0116705	0	1996	Adventure,Comedy,Family	89	5.8	nm0505152	nm0466473
tt0116707	0	1996	Comedy,Fantasy,Musical	80	5.5	nm0668500	nm0668500
tt0116714	0	1996	Drama,Romance	96	6.3	nm0798788	nm0798788
tt0116722	0	1996	Drama,Romance	123	6.9	nm0935863	nm0024925,nm0362762
tt0116729	0	1996	Comedy,Drama	103	6.9	nm0912334	nm0912334
tt0116731	0	1996	Crime,Drama,Thriller	118	5.7	nm0001270	nm0205923,nm0848217
tt0116736	0	1996	Crime,Thriller	113	7.0	nm0839268	nm0839268,nm0138164
tt0116739	0	1996	Comedy,Drama,War	97	7.8	nm0107655	nm0107654,nm0107655
tt0116743	0	1996	Crime,Drama,History	114	6.0	nm0619762	nm0471247,nm0619762,nm0845907
tt0116745	0	1996	Crime,Drama,Music	116	6.3	nm0000265	nm0000265,nm3004592
tt0116752	0	1996	Comedy,Drama	95	7.6	nm0442454	nm0442454
tt0116754	0	1996	Drama,War	99	7.5	nm0091076	nm0019732,nm0091076,nm0318851,nm0866243
tt0116756	0	1996	Comedy,Family,Fantasy	93	3.1	nm0001274	nm0001274,nm0285557,nm0812143
tt0116762	0	1997	Crime,Drama,Thriller	113	5.2	nm0340037	nm0075388,nm0679037
tt0116763	0	1996	Drama,Musical,Romance	160	7.4	nm0080220	nm0080220,nm1399188
tt0116767	0	1996	Crime,Drama,Sport	107	7.4	nm0001429	nm0001429
tt0116768	0	1996	Comedy	89	6.9	nm0538614	nm0386780,nm0567126,nm0567852,nm0571897,nm0860690
tt0116769	0	1996	Horror	87	3.7	nm0001238	nm0001238,nm0409969
tt0116770	0	1996	Comedy,Horror,Sci-Fi	98	4.5	nm0778404	nm0778404
tt0116778	0	1996	Comedy,Sport	114	6.9	nm0125803,nm0268380	nm0266673,nm0622240
tt0116783	0	1996	Drama,Romance	78	6.4	nm0832369	nm0292072,nm0832369,nm0332952
tt0116790	0	1996	Comedy,Drama,Music	111	7.7	nm0841232	nm0851568,nm0006664
tt0116791	0	1996	Comedy,Horror,Romance	107	5.4	nm0910644	nm0477910,nm0910644,nm0469729
tt0116823	0	1996	Comedy,Family	93	5.6	nm0291442	nm0089397,nm0219720,nm0930625
tt0116827	0	1996	Drama,Thriller	103	5.7	nm0000915	nm0353187,nm0467193
tt0116828	0	1996	Comedy,Crime,Drama	96	5.4	nm0548533	nm0130502
tt0116830	0	1996	Action,Crime,Drama	101	6.4	nm0001353	nm0452878,nm0000041,nm0001353
tt0116833	0	1996	Comedy,Drama	103	6.1	nm0444096	nm0000321,nm0444096,nm0531231
tt0116839	0	1995	Action,Sci-Fi,Thriller	93	2.6	nm0542752	nm0542752,nm0591160
tt0116845	0	1996	Drama,Romance,Thriller	100	5.6	nm0241090	nm0241092
tt0116851	0	1997	Drama,Family,Romance	102	7.5	nm0576529	nm0030536,nm0576529
tt0116852	0	1996	Adventure,Comedy,Drama	95	7.5	nm0846092	nm2154550,nm0846092
tt0116860	0	1996	Drama,History,War	115	8.6	nm0236729	nm0119919,nm0236729,nm0538755,nm0670655
tt0116882	0	1996	Crime,Drama,Fantasy	95	7.3	nm0340742	nm0098919,nm3580391
tt0116883	0	1996	Comedy,Family	90	4.9	nm0675571	nm0405128,nm0675571
tt0116897	0	1996	Horror,Thriller	90	4.0	nm0801040	nm0227489,nm0898883
tt0116905	0	1996	Drama,Mystery,Western	135	7.4	nm0000626	nm0000626
tt0116908	0	1996	Action,Crime,Drama	121	6.8	nm0001317	nm0000948
tt0116913	0	1996	Documentary,Drama	111	7.3	nm0000199	nm0000636,nm0000199,nm0453801
tt0116922	0	1997	Drama,Mystery,Thriller	134	7.6	nm0000186	nm0000186,nm0317510
tt0116928	0	1996	Comedy,Romance	105	5.0	nm0004767,nm0853041	nm0093232,nm0004767,nm0000636,nm0006585,nm0853041
tt0116930	0	1996	Comedy,Crime,Drama	101	6.7	nm0057284	nm0057284
tt0116931	0	1996	Comedy,Romance	78	6.4	nm0188521	nm0074880,nm0188521,nm0051748,nm0443613
tt0116950	0	1996	Action,Crime,Drama	160	7.7	nm0347899	nm2832163,nm0347899,nm3359121
tt0116953	0	1996	Comedy,Crime,Drama	93	5.4	nm0084114	nm0084114
tt0116962	0	1996	Comedy,Drama	121	7.4	nm0945981	nm0945981
tt0116985	0	1996	Comedy,Drama	88	6.6	nm0472495	nm0472495
tt0116996	0	1996	Comedy,Sci-Fi	106	6.4	nm0000318	nm0114083,nm0312481,nm0940071,nm0694035,nm0766921,nm0312607
tt0116999	0	1996	Drama	98	6.7	nm0952360	nm0574259
tt0117002	0	1996	Drama,Horror,Romance	108	5.8	nm0001241	nm0553168,nm0358960
tt0117008	0	1996	Comedy,Family,Fantasy	98	7.0	nm0000362	nm0001094,nm0443582,nm0842523
tt0117011	0	1996	Action,Crime,Thriller	101	5.6	nm0482681	nm0272511
tt0117038	0	1996	Comedy,Drama,Fantasy	105	5.7	nm0001188	nm0223320,nm0703720,nm0001188,nm0258286
tt0117039	0	1996	Biography,Drama,History	133	7.1	nm0001403	nm0001403
tt0117040	0	1996	Documentary	80	7.9	nm0638175,nm0701821	nm0638175,nm0701821
tt0117056	0	1997	Drama	95	7.5	nm0070159	nm0070159
tt0117057	0	1996	Comedy,Drama,Romance	126	6.6	nm0000659	nm0147158,nm0653620,nm0481418,nm0024894,nm0674592
tt0117060	0	1996	Action,Adventure,Thriller	110	7.2	nm0000361	nm0312367,nm0462895,nm0001873,nm0001801
tt0117069	0	1996	Mystery,Sci-Fi,Thriller	88	6.7	nm0608879	nm0188103,nm0509831,nm0654885,nm0882112,nm0591944,nm0608879,nm5663016
tt0117070	0	1996	Comedy,Romance,Thriller	95	5.2	nm0235852	nm0322058
tt0117071	0	1996	Drama,Romance	123	6.4	nm0219720	nm0214518,nm0219720
tt0117073	0	1996	Comedy,Drama,Romance	99	6.2	nm0088397	nm0088397
tt0117089	0	1996	Action,Adventure,Family	104	5.8	nm0948492	nm0837313,nm0849083,nm0648457
tt0117091	0	1996	Comedy,Drama	104	6.9	nm0000983	nm0000983,nm0569606
tt0117093	0	1996	Drama,Romance,War	114	7.1	nm0330360	nm0903361,nm0004332
tt0117102	0	1996	Comedy	96	3.8	nm0145309	nm0558533,nm0251328,nm0613248
tt0117104	0	1996	Comedy,Drama,Romance	105	6.2	nm0000907	nm0941280,nm0840380,nm0705326
tt0117106	0	1996	Biography,Drama,Mystery	114	6.1	nm0958778	nm0316997,nm0958778,nm0708677,nm0169649
tt0117107	0	1996	Crime,Drama,Mystery	107	6.3	nm0848414	nm0223320,nm0616152
tt0117108	0	1996	Comedy,Romance,Sci-Fi	117	6.1	nm0000601	nm0588082,nm0354968,nm0304665,nm0541632
tt0117110	0	1996	Action,Adventure,Comedy	99	6.9	nm0005008	nm0829044,nm0432075,nm0857130,nm0366337
tt0117119	0	1996	Adventure,Comedy	101	6.5	nm0781842	nm0438229,nm0152501,nm0865847
tt0117128	0	1996	Comedy,Drama,Fantasy	73	7.2	nm0540075	nm0625621,nm0064546,nm0540075,nm0614436,nm0670447,nm0152255,nm0427638,nm0388273,nm0175239
tt0117135	0	1996	Comedy,Crime,Drama	96	5.9	nm0118345	nm0857543,nm0118345
tt0117143	0	1995	Comedy,Romance	99	7.1	nm0772691	nm0349654,nm1440551,nm0772691
tt0117151	0	1996	Crime,Drama	116	7.2	nm0396284	nm0160883,nm0398736,nm0304709
tt0117193	0	1995	Action,Crime,Drama	91	5.1	nm0135141	nm0135141
tt0117194	0	1996	Crime,Drama,Thriller	99	6.7	nm0320546	nm0320546
tt0117202	0	1996	Crime,Drama	101	6.2	nm0573796	nm0356424,nm0773727
tt0117214	0	1996	Comedy,Drama	78	7.7	nm0538532	nm0538532
tt0117218	0	1996	Comedy,Romance,Sci-Fi	95	5.7	nm0001723	nm0001471,nm0725075,nm0790775,nm0087904,nm0001723,nm0644203
tt0117221	0	1996	Drama	103	6.9	nm0219136	nm0219136,nm0267288
tt0117238	0	1996	Drama,Sci-Fi,Thriller	84	4.0	nm0089502	nm0089502,nm0619547
tt0117247	0	1996	Comedy,Drama,Romance	108	6.5	nm0001355	nm0783559,nm0800124
tt0117260	0	1996	Action,Crime,Drama	99	5.7	nm0169540,nm0004365	nm0711877
tt0117273	0	1997	Drama	100	8.0	nm0466892	nm0466892
tt0117283	0	1996	Comedy,Romance	98	5.0	nm0716257	nm0441300,nm0716257
tt0117284	0	1995	Comedy,Crime	92	6.5	nm0851930	nm0258444
tt0117293	0	1996	Crime,Documentary	150	8.2	nm0075666,nm0802501	\N
tt0117315	0	1996	Drama	91	7.4	nm0006498	nm0006498,nm0794768
tt0117318	0	1996	Biography,Drama	130	7.3	nm0001232	nm0018735,nm0438989
tt0117331	0	1996	Action,Adventure,Comedy	100	5.1	nm0934578	nm0266166,nm0090151
tt0117332	0	1996	Comedy	89	4.0	nm0254120	nm0641874,nm0641882,nm0254120,nm0606376
tt0117333	0	1996	Drama,Fantasy,Romance	123	6.4	nm0005509	nm0224187
tt0117338	0	1996	Drama,Fantasy	68	7.1	nm0412517	nm0412517
tt0117342	0	1996	Fantasy,Horror,Mystery	96	4.1	nm0855107	nm0855107
tt0117350	0	1997	Comedy,Crime	82	2.7	nm0463199	nm0463199
tt0117351	0	1996	Comedy,Drama	105	5.8	nm0491671	nm0491671
tt0117359	0	1996	Drama	97	7.5	nm0230695	nm0230695,nm0173928
