tconst	isAdult	startYear	genres	runtimeMinutes	averageRating	directors	writers
tt0002130	0	1911	Adventure,Drama,Fantasy	71	7.0	nm0078205,nm0655824,nm0209738	nm0019604
tt0002423	0	1919	Biography,Drama,Romance	113	6.6	nm0523932	nm0266183,nm0473134
tt0002844	0	1913	Crime,Drama	54	6.9	nm0275421	nm0019855,nm0275421,nm0816232
tt0003014	0	1913	Drama	96	7.0	nm0803705	nm0472236,nm0803705
tt0003037	0	1913	Crime,Drama	61	6.9	nm0275421	nm0019855,nm0275421,nm0816232
tt0003165	0	1913	Crime,Drama,Mystery	90	6.9	nm0275421	nm0019855,nm0275421,nm0816232
tt0003419	0	1913	Drama,Fantasy,Horror	85	6.4	nm0263912,nm0753233	nm0263912,nm0210503
tt0003643	0	1914	Crime,Drama,Horror	78	6.4	nm0000428	nm0000590,nm0000428
tt0003740	0	1914	Adventure,Drama,History	148	7.1	nm0665163	nm0195339,nm0515385,nm0665163,nm0758215
tt0003772	0	1914	Drama,Fantasy	52	6.0	nm0456804	nm0674518
tt0003930	0	1914	Crime,Drama	59	6.8	nm0275421	nm0019855,nm0275421,nm0816232
tt0003952	0	1914	Crime,Drama	70	6.7	nm0275421	nm0019855,nm0275421,nm0816232
tt0004026	0	1914	Horror	60	6.7	nm0917467,nm0301961	nm0917467,nm0301961
tt0004181	0	1914	Drama	61	6.2	nm0000428	nm0017701,nm0000428,nm1106102,nm0940488
tt0004465	0	1914	Action,Adventure,Drama	199	6.3	nm0309163,nm0533289	nm0323766,nm0225458,nm0782707,nm0589616
tt0004635	0	1914	Action,Drama,Romance	74	5.6	nm0002177,nm0001124	nm0747409,nm0001124,nm0002177
tt0004707	0	1914	Comedy	82	6.2	nm0784407,nm0071658	nm0215874,nm0404327,nm0784407,nm1100197,nm0808086
tt0004972	0	1915	Drama,War	195	6.1	nm0000428	nm0228746,nm0000428,nm0940488,nm0934306,nm16280870,nm16280871
tt0005060	0	1915	Drama	59	6.3	nm0001124	nm0617737,nm0210352
tt0005078	0	1915	Drama,Romance	59	6.5	nm0001124	nm0877318,nm0534221
tt0005339	0	1915	Drama	67	5.7	nm0288616	nm0115063,nm0456017,nm0564946
tt0005916	0	1915	Drama,Horror	46	6.8	nm0061955	nm0061955,nm0877057
tt0005960	0	1915	Biography,Crime,Drama	72	6.8	nm0909825	nm0452976,nm0909825,nm0361882,nm0352506
tt0006206	0	1915	Action,Adventure,Crime	421	7.3	nm0275421	nm0275421
tt0006333	0	1916	Action,Adventure,Sci-Fi	105	6.1	nm0665737	nm0894523,nm0665737
tt0006780	0	1916	Romance,Western	64	6.7	nm0842521,nm0366586,nm0807742	nm0837989
tt0006864	0	1916	Drama,History	163	7.7	nm0000428	nm0048512,nm0115218,nm0000428,nm0002616,nm0640437,nm1578667,nm0940488
tt0006886	0	1916	Adventure,Crime	300	7.2	nm0275421	nm0077220,nm0275421
tt0008443	0	1917	Comedy,Drama,Family	78	6.7	nm0869665	nm0309557,nm0547966
tt0008663	0	1917	Drama,War	65	7.3	nm0803705	nm0406585,nm0596410,nm0803705
tt0008879	0	1918	Drama	72	7.2	nm0803705	nm0803705,nm0039377,nm2642082
tt0008891	0	1918	Family,Fantasy	75	6.9	nm0869665	nm0535508,nm0537510
tt0009150	0	1918	Drama,War	117	6.5	nm0000428	nm0000428
tt0009369	0	1918	Comedy,Drama	93	6.1	nm0428059,nm0949648	nm0215874,nm0370271
tt0009652	0	1918	Drama	84	6.9	nm0624714	nm0516810,nm0547966
tt0009878	0	1919	Crime,Drama,History	50	7.0	nm0652650	nm0386589,nm0652650
tt0009892	0	1919	Drama,History,Romance	80	5.4	nm0002177	nm0546295,nm0309568,nm0152165
tt0009893	0	1919	Comedy	60	7.2	nm0523932	nm0473134,nm0523932
tt0009937	0	1919	Drama,Romance	102	6.9	nm0002233	nm0002233,nm0239769
tt0009968	0	1919	Drama,Romance	90	7.2	nm0000428	nm0121885,nm0000428
tt0010040	0	1919	Comedy,Drama	85	6.6	nm0624714	nm0916914,nm0426515
tt0010071	0	1919	Comedy	71	6.5	nm0001124	nm0534221
tt0010247	0	1919	Drama,History	122	7.1	nm0830249	nm0481248,nm0596410,nm0830249
tt0010267	0	1919	Comedy	78	6.6	nm0291548	nm0513680,nm0566338
tt0010281	0	1918	Comedy,Romance	45	6.8	nm0523932	nm0473134,nm0523932
tt0010307	0	1919	Drama,Horror,War	166	7.7	nm0304098	nm0304098
tt0010323	0	1920	Horror,Mystery,Thriller	67	8.0	nm0927468	nm0562346,nm0417917
tt0010418	0	1919	Adventure,Drama	116	7.0	nm0001124	nm0534221,nm0057381
tt0010598	0	1919	Drama	85	6.6	nm0003433	nm0003433,nm0291908
tt0010600	0	1919	Comedy,Fantasy,Sci-Fi	66	7.4	nm0523932	nm0006782,nm0473134,nm0523932,nm0932559
tt0010726	0	1919	Adventure,Western	130	6.5	nm0000485	nm0000485
tt0010806	0	1919	Comedy,Drama,Romance	87	6.9	nm0000428	nm0294026
tt0010879	0	1919	Action,Comedy,Romance	85	6.9	nm0281808	nm0001196,nm0281808,nm0313888
tt0011000	0	1920	Drama	167	6.6	nm0003433	nm0406094,nm0179740,nm0003433
tt0011130	0	1920	Drama,Horror,Sci-Fi	69	6.9	nm0731910	nm0829044,nm0073238,nm0838370,nm0928492
tt0011157	0	1920	Comedy,Romance	106	6.4	nm0830249	nm0378772,nm0596410,nm0635245,nm0830249
tt0011221	0	1920	Fantasy,Horror,Romance	88	5.9	nm0927468	nm0562346
tt0011237	0	1920	Fantasy,Horror	91	7.2	nm0917467,nm0091380	nm0917467,nm0301961
tt0011387	0	1920	Action,Adventure,Drama	73	6.7	nm0113284,nm0869665	nm0178126,nm0227062
tt0011439	0	1920	Adventure,Romance,Western	79	7.0	nm0629243	nm0191547,nm0001196,nm1491939
tt0011565	0	1920	Crime,Drama,Horror	90	7.3	nm0941637	nm0606563,nm0448981,nm0518844
tt0011607	0	1920	Comedy,Drama,Horror	94	7.1	nm0003433	nm0003433,nm0418114
tt0011652	0	1920	Comedy,Drama,Romance	77	6.1	nm0085133,nm0810367	nm0397167,nm0544579,nm0558923,nm0810367
tt0011723	0	1920	Adventure	104	6.1	nm0000485	nm0000485
tt0011841	0	1920	Drama,Romance	145	7.3	nm0000428	nm0662461,nm0103755,nm0342604,nm0446189,nm0000428
tt0011865	0	1920	Comedy,Drama	90	6.7	nm0001124	nm0697880,nm0210352,nm0184632
tt0011870	0	1920	Drama,Romance	79	6.4	nm0584778	nm0584778
tt0011904	0	1921	Crime,Drama,Mystery	75	6.8	nm0941637	nm0606563,nm0927851
tt0011909	0	1921	Comedy,Drama	117	6.6	nm0001124	nm0774217,nm0534221
tt0011960	0	1921	Comedy,Drama,Romance	79	6.8	nm0523932	nm0473134,nm0523932
tt0012027	0	1921	Drama,Romance	72	6.5	nm0806605	nm0241414,nm0558923
tt0012190	0	1921	Drama,Romance,War	150	7.1	nm0002271	nm0087658,nm0558923
tt0012349	0	1921	Comedy,Drama,Family	68	8.2	nm0000122	nm0000122
tt0012364	0	1921	Drama,Fantasy,Horror	107	8.0	nm0803705	nm0481248,nm0803705
tt0012494	0	1921	Drama,Fantasy,Horror	114	7.6	nm0000485	nm0000485,nm0902376
tt0012532	0	1921	Drama,History,Romance	150	7.3	nm0000428	nm0257866,nm0180077,nm0000428
tt0012642	0	1921	Action,Adventure,Comedy	47	6.8	nm0628345	nm0730018,nm0853130,nm0369841,nm0907778
tt0012651	0	1921	Crime,Drama,Horror	69	6.1	nm0003638	nm0833695,nm0562346
tt0012675	0	1921	Adventure,Drama,Romance	86	6.2	nm0577654	nm0401423,nm0441601
tt0012752	0	1921	Action,Adventure,Family	119	6.9	nm0629243	nm0241416,nm0461241,nm0940689,nm0001196
tt0012763	0	1921	Drama	99	7.1	nm0454771	nm0378947,nm0332539,nm0454771
tt0012938	0	1922	Drama,Romance	80	6.7	nm0939992	nm0323325,nm0192325
tt0012952	0	1922	Drama,Romance,Sport	108	6.3	nm0629243,nm0002188	nm0087658,nm0193704,nm0558923
tt0013075	0	1922	Comedy,Romance	60	7.1	nm0628345,nm0853130	nm0730018,nm0853130,nm0369841,nm0907778,nm0188274
tt0013086	0	1922	Crime,Mystery,Thriller	242	7.8	nm0000485	nm0415167,nm0902376,nm0000485
tt0013140	0	1922	Drama,Thriller	117	7.0	nm0002233	nm0002233,nm0014703,nm0031033
tt0013201	0	1922	Comedy,Family	60	7.0	nm0628345	nm0730018,nm0853130,nm0369841,nm0907778,nm0188274,nm0516001
tt0013257	0	1922	Documentary,Fantasy,Horror	91	7.6	nm0159725	nm0159725
tt0013427	0	1922	Documentary	78	7.6	nm0280904	nm0280878,nm0280904
tt0013442	0	1922	Fantasy,Horror	94	7.8	nm0003638	nm0831290,nm0301961
tt0013496	0	1922	Drama,Romance	125	6.7	nm0003638	nm0369458,nm0902376,nm0903145
tt0013556	0	1922	Adventure,Family,Romance	143	7.0	nm0245385	nm0001196,nm0202617,nm0245385,nm0461241,nm0940689
tt0013571	0	1922	Biography,Drama,History	72	6.6	nm0117065,nm0623417	nm0928492,nm0623417,nm0708118
tt0013579	0	1923	Drama,Fantasy,Horror	90	6.6	nm0733208	nm0336057,nm0733208,nm0774012
tt0013750	0	1922	Drama,Romance	120	6.5	nm0897085	nm0715564,nm0538186,nm0495461
tt0013933	0	1923	Drama,Romance	87	7.4	nm0258477	nm0258477,nm0258506
tt0014029	0	1923	Comedy,Romance	68	6.7	nm0428059	nm0566338,nm0784407
tt0014109	0	1924	Drama,Romance	183	7.0	nm0830249	nm0405147,nm0481248,nm0830249
tt0014142	0	1923	Drama,Horror,Romance	133	7.2	nm0941637	nm0401076,nm0790622,nm0522871,nm0730929
tt0014205	0	1923	Comedy,Romance	110	6.3	nm0646058	nm0949995,nm0715564
tt0014341	0	1923	Comedy,Romance,Thriller	65	7.7	nm0090007,nm0000036	nm0369841,nm0115669,nm0593477
tt0014358	0	1923	Comedy,Western	47	7.2	nm0000122	nm0000122
tt0014417	0	1923	Drama	417	7.5	nm0304098	nm0304098
tt0014429	0	1923	Action,Comedy,Thriller	74	8.1	nm0628345,nm0853130	nm0730018,nm0853130,nm0924065,nm0907778,nm0369841,nm0516001
tt0014497	0	1923	Comedy,Drama,Romance	90	7.0	nm0400912	nm0400912
tt0014532	0	1923	Biography,Drama,History	136	6.8	nm0001124	nm0534221
tt0014538	0	1923	Comedy	63	7.0	nm0166836,nm0000036	nm0115669,nm0593477,nm0369841,nm0000036
tt0014586	0	1924	Fantasy,Horror	107	6.5	nm0083532,nm0501902	nm0301961
tt0014611	0	1923	Adventure,Comedy,Family	63	7.3	nm0628345,nm0853130	nm0853130,nm0928514,nm0924065,nm0907778
tt0014624	0	1923	Drama,Romance	82	6.9	nm0000122	nm0000122
tt0014646	0	1924	Adventure,Comedy,Drama	111	6.3	nm0698839	nm0265777,nm0652974,nm0866238
tt0014900	0	1924	Comedy	80	6.2	nm0003638	nm0375305,nm0920853,nm0902376
tt0014945	0	1924	Comedy,Romance	87	7.7	nm0628345,nm0853130	nm0853130,nm0928514,nm0924065,nm0336984,nm0516001
tt0014972	0	1924	Drama,Horror,Romance	95	7.7	nm0803705	nm0028916,nm0933133,nm0803705,nm0014703
tt0015002	0	1924	Comedy	53	7.1	nm0628345,nm0853130	nm0853130,nm0340599,nm0924065,nm0336984
tt0015014	0	1924	Drama,Mystery,Romance	135	7.2	nm0478303	nm2526424,nm0478303,nm0495693,nm0241409
tt0015016	0	1924	Drama,History,Romance	150	7.2	nm0000406	nm0448981,nm0751246,nm0201544
tt0015039	0	1924	Documentary	78	6.9	nm0895048	nm0895048
tt0015064	0	1924	Drama	90	8.0	nm0003638	nm0562346
tt0015116	0	1924	Comedy,Drama	75	6.7	nm0245385	nm0878338,nm1738735,nm0834553,nm0425456
tt0015119	0	1924	Comedy	85	7.0	nm0523932	nm0075960,nm0773083
tt0015136	0	1924	Drama,Romance	93	7.1	nm0003433	nm0051911,nm0902376,nm0003433
tt0015163	0	1924	Action,Adventure,Comedy	59	7.5	nm0187981,nm0000036	nm0115669,nm0593477,nm0369841
tt0015167	0	1924	Comedy,Fantasy,Romance	94	6.4	nm0474487	nm0038595,nm0699877
tt0015174	0	1924	Adventure,Drama,Fantasy	129	7.9	nm0000485	nm0902376
tt0015175	0	1924	Adventure,Drama,Fantasy	100	8.1	nm0000485	nm0000485,nm0902376
tt0015202	0	1924	Crime,Horror,Mystery	92	7.0	nm0927468	nm0626326,nm0719165
tt0015214	0	1925	Sci-Fi	59	7.1	nm0163229	nm0163229
tt0015224	0	1924	Adventure,Family,Fantasy	105	7.1	nm0107543	nm0057381,nm0325135
tt0015324	0	1924	Action,Comedy,Romance	45	8.2	nm0000036	nm0369841,nm0593477,nm0115669
tt0015361	0	1925	Drama	82	7.6	nm0001178	nm0017893,nm0001178,nm0470402,nm0687244
tt0015400	0	1924	Adventure,Family,Fantasy	155	7.7	nm0909825	nm0940689,nm0001196,nm0008280,nm0640884
tt0015532	0	1926	Adventure,Animation,Drama	80	7.8	nm0718201,nm0002569	nm0718201
tt0015624	0	1925	Drama,Romance,War	151	7.9	nm0896542,nm0384276	nm0821716,nm0066946,nm0267868,nm0896542
tt0015634	0	1925	Crime,Drama,Thriller	102	6.2	nm0584778	nm0584778
tt0015648	0	1925	Drama,History,Thriller	66	7.9	nm0001178	nm0012810,nm0001178,nm0017893,nm0038595,nm0872308
tt0015768	0	1925	Comedy,Drama	111	7.0	nm0003433	nm0003433,nm0727484
tt0015772	0	1925	Action,Adventure,Comedy	73	6.6	nm0113284	nm0701090,nm0547938,nm0473134
tt0015841	0	1925	Comedy,Family,Romance	77	7.5	nm0628345,nm0853130	nm0853130,nm0928514,nm0340599,nm0924065,nm0336984,nm0516001
tt0015842	0	1925	Drama	125	7.1	nm0655065	nm0079278,nm0352026,nm1680388
tt0015863	0	1925	Comedy,Western	69	7.1	nm0000036	nm0000036,nm0623640,nm0134252
tt0015864	0	1925	Adventure,Comedy,Drama	95	8.1	nm0000122	nm0000122
tt0015873	0	1925	Documentary	71	7.7	nm0178260,nm0774325	nm0142579,nm0708920
tt0015881	0	1924	Drama,Thriller,Western	140	8.0	nm0002233	nm0558923,nm0002233,nm0635805,nm0267868
tt0016004	0	1925	Comedy	120	7.2	nm0523932	nm0928492,nm0430756,nm0298494,nm0516737
tt0016028	0	1925	Comedy,Drama	94	6.8	nm0064415	nm0681933,nm0521002,nm0510024,nm0573743
tt0016029	0	1935	Comedy,Family,Musical	81	7.0	nm0124877	nm0175902,nm0426531,nm0124877
tt0016039	0	1925	Adventure,Fantasy,Horror	110	7.0	nm0398464	nm0236279,nm0265572
tt0016104	0	1925	Drama,Romance	137	7.2	nm0002233	nm0002233,nm0322227,nm0529618,nm0825551,nm0006167,nm0014703
tt0016123	0	1925	Comedy,Horror,Mystery	86	6.2	nm0922327	nm0922327,nm0928108,nm0533102,nm0448978,nm0837989
tt0016220	0	1925	Horror,Music	93	7.5	nm0432216,nm0151606,nm0290926,nm0781292	nm0503693,nm0031033,nm0165470,nm0566338,nm0566439,nm0715723,nm0775419,nm0908831,nm1541473
tt0016230	0	1925	Drama,Romance	75	5.8	nm0000033	nm0822627,nm0054123
tt0016332	0	1925	Comedy,Romance	56	7.8	nm0000036	nm0576362,nm0115669,nm0369841,nm0593477
tt0016394	0	1925	Comedy	70	6.8	nm0245385	nm0010973,nm0357028,nm0491789
tt0016473	0	1925	Crime,Drama,Romance	86	7.1	nm0115218	nm0730317,nm0950150
tt0016481	0	1925	Crime,Drama,Romance	72	7.4	nm0243295	nm0390586,nm0243295
tt0016544	0	1925	Adventure,Comedy,Family	95	4.9	nm0783865	nm0000875,nm0062091,nm0497736,nm0783865
tt0016627	0	1926	Drama,Romance	90	7.1	nm0896542	nm0754581,nm0267913,nm0014703,nm0191956
tt0016630	0	1926	Comedy,Romance,Sport	77	7.0	nm0000036	nm0809548,nm0090213,nm0807667,nm0623640,nm0109209,nm0577650
tt0016641	0	1925	Action,Adventure,Drama	143	7.8	nm0629243,nm0102643,nm0127511,nm0169905,nm0002271	nm0908753,nm0558923,nm0933133,nm0385012,nm0129721
tt0016654	0	1926	Action,Adventure	88	7.0	nm0662032	nm0001196,nm0192325
tt0016669	0	1926	Drama,Romance	95	7.2	nm0896542	nm0208691,nm0613860,nm0175902,nm0191956
tt0016690	0	1926	Action,Drama,Romance	85	6.2	nm0176699	nm0949995,nm0829330,nm0950224,nm0267868
tt0016804	0	1926	Adventure,Romance	110	7.0	nm0189076	nm0580648,nm0031033,nm0126406,nm0298494
tt0016822	0	1926	Comedy,Romance	75	6.9	nm0337586	nm0503777,nm0341185,nm0547938,nm0175902,nm0687566
tt0016847	0	1926	Drama,Fantasy,Horror	107	8.1	nm0003638	nm0369458,nm0477515,nm0324473
tt0016884	0	1926	Drama,Romance	112	7.6	nm0113284	nm0322227,nm0837183,nm0014703,nm0473134,nm0756226
tt0016895	0	1926	Action,Comedy,Romance	58	7.5	nm0853130	nm0928514,nm0340599,nm0115669,nm0817809
tt0016953	0	1926	Drama	100	6.6	nm0266691,nm0726166	nm0266691
tt0017048	0	1926	Drama,Horror,Thriller	70	7.3	nm0455938	nm0442704,nm0455938,nm0409467,nm2396540,nm1273449
tt0017075	0	1927	Crime,Drama,Mystery	92	7.3	nm0000033	nm0523269,nm0822627,nm0000033
tt0017128	0	1926	Drama	89	7.4	nm0699877	nm0331003,nm0953515
tt0017136	0	1927	Drama,Sci-Fi	153	8.3	nm0000485	nm0902376,nm0000485
tt0017196	0	1926	Drama,Romance	150	6.6	nm0719756	nm0504562,nm0957652,nm1266315
tt0017271	0	1926	Action,Drama,Mystery	80	7.6	nm0474487	nm0474487,nm0518711,nm0794531
tt0017350	0	1926	Drama	115	7.6	nm0803705	nm0370426,nm0547966
tt0017416	0	1926	Adventure,Drama,Romance	68	6.6	nm0280463	nm0401423,nm0547966,nm0208691,nm0547938,nm0809548
tt0017423	0	1926	Drama	109	7.3	nm0064415,nm0573743	nm0242802,nm0547938,nm0837989
tt0017437	0	1926	Adventure,Comedy,Romance	75	6.6	nm0001008	nm0727999,nm0174690,nm0248909,nm0381902,nm0307819,nm0377194,nm0486034,nm0924065
tt0017448	0	1925	Comedy,Drama	70	7.1	nm0003638	nm0596942,nm0562346
tt0017449	0	1926	Drama,Romance	62	6.9	nm0629243,nm0830249	nm0087658,nm0267913,nm0014703
tt0017463	0	1926	Drama,Romance,Western	122	7.5	nm0000406	nm0924268,nm0831958,nm0817809,nm0102167
tt0017534	0	1927	Drama,Romance,Sport	95	6.6	nm0781292	nm0775419,nm0267868
tt0017668	0	1927	Documentary	65	7.6	nm0752193	nm0562346,nm0752193,nm0005713
tt0017739	0	1927	Comedy,Horror,Mystery	108	7.0	nm0501902	nm0929616,nm0384616,nm0169879,nm0031033,nm0002771
tt0017743	0	1927	Adventure,Documentary,Drama	69	6.8	nm0178260,nm0774325	nm0008280,nm0178260,nm0774325
tt0017765	0	1927	Comedy,Drama,Sport	66	6.9	nm0395023,nm0000036	nm0361882,nm0289381
tt0017825	0	1927	Adventure,Drama,Thriller	110	6.0	nm0000033	nm0171887,nm0637040,nm0822627
tt0017843	0	1928	Drama,Romance,Thriller	80	5.4	nm0000033	nm0002021,nm0822627
tt0017925	0	1926	Action,Adventure,Comedy	78	8.1	nm0115669,nm0000036	nm0000036,nm0115669,nm0090213,nm0807667,nm0685904,nm0809548
tt0017961	0	1935	Comedy,Drama	95	7.3	nm0575963	nm0575963
tt0018033	0	1927	Comedy,Romance	72	7.2	nm0046082,nm0903049	nm0323325,nm0521002,nm0510024,nm0547938
tt0018037	0	1927	Drama,Music,Musical	88	6.4	nm0189076	nm0710723,nm0169879,nm0418772
tt0018051	0	1927	Comedy,Drama,Family	82	7.6	nm0928514,nm0516001,nm0587277,nm0397834	nm0340599,nm0928514,nm0188274,nm0623640,nm0337914
tt0018054	0	1927	Biography,Drama,Family	160	7.3	nm0001124	nm0534221
tt0018066	0	1927	Drama	85	7.3	nm0699877,nm0231151	nm0953515
tt0018097	0	1927	Horror,Mystery,Thriller	69	6.7	nm0115218	nm0115218,nm0950150,nm0267868
tt0018107	0	1927	Drama,Romance	82	6.8	nm0332539,nm0318105	nm0866243,nm0014703,nm0191956,nm0600641
tt0018192	0	1927	Biography,Drama,History	330	8.2	nm0304098	nm0304098
tt0018217	0	1928	Drama,History	95	7.4	nm0017893,nm0001178	nm0001178,nm0017893,nm0715487
tt0018311	0	1927	Comedy,Romance	74	6.8	nm0000779	nm0547966,nm0378636,nm0089342,nm0267868
tt0018328	0	1927	Drama,Romance,Sport	89	6.1	nm0000033	nm0000033,nm0720904
tt0018379	0	1927	Drama,Romance	110	7.5	nm0097648	nm0834944,nm0322227,nm0385012,nm0129721,nm0615868
tt0018440	0	1927	Comedy	78	6.4	nm0781292	nm0204608,nm0493071,nm0506797,nm0817809
tt0018451	0	1927	Drama,Romance	106	7.5	nm0523932,nm0821472	nm6753657,nm0014703,nm0191956,nm0232704,nm0583431
tt0018455	0	1927	Drama,Romance	94	8.1	nm0003638	nm0562346,nm0837183,nm0385012,nm0129721
tt0018471	0	1926	Comedy,Drama,Romance	103	7.1	nm0384276	nm0770337,nm0267868
tt0018505	0	1927	Comedy,Drama	86	7.3	nm0740282	nm0794531,nm0740282
tt0018515	0	1927	Adventure,Comedy,Romance	92	6.6	nm0587277	nm0810290,nm0306875,nm0569213,nm0547938
tt0018526	0	1927	Crime,Drama,Film-Noir	80	7.5	nm0903049,nm0744504	nm0299153,nm0001328,nm0372942,nm0498133,nm0547938,nm0903049
tt0018528	0	1927	Drama,Horror,Romance	68	7.7	nm0115218	nm0115218,nm0950150,nm0267868
tt0018578	0	1927	Action,Drama,Romance	144	7.5	nm0920074,nm0195496	nm0766850,nm0521002,nm0510024,nm0425456,nm0604526
tt0018618	0	1928	Crime,Drama,Romance	85	6.2	nm0631438	nm0930082,nm0788082,nm0267868,nm0821716
tt0018684	0	1928	Adventure,Crime,Drama	84	7.4	nm0920074	nm0322227,nm0876432
tt0018737	0	1929	Crime,Drama,Romance	109	7.7	nm0655065	nm0917149,nm0883335,nm0281567,nm0655065
tt0018742	0	1928	Comedy,Drama,Family	76	8.0	nm0781292,nm0000036	nm0115669,nm0513858,nm0267868,nm0090213,nm0604526
tt0018756	0	1928	Comedy	86	5.4	nm0000033	nm0000033,nm0616601,nm0822627
tt0018770	0	1928	Drama,Fantasy,Horror	72	7.2	nm0258477	nm0000590,nm0000320,nm0258477
tt0018773	0	1928	Comedy,Family,Romance	72	8.1	nm0000122	nm0000122
tt0018806	0	1928	Drama,Romance	98	8.1	nm0896542	nm0896542,nm0915875,nm0267868,nm0066946
tt0018839	0	1928	Crime,Drama,Film-Noir	76	7.5	nm0903049	nm0299154,nm0766850,nm0425456
tt0018876	0	1928	Comedy,Drama,Romance	129	5.8	nm0000033	nm0680914,nm0822627,nm0000033,nm0035199,nm0402855,nm0497961
tt0019071	0	1928	Drama,Romance,War	88	7.9	nm0903049	nm0083742,nm0329312,nm0523932,nm0542534,nm0903049
tt0019074	0	1928	Drama,Romance	73	7.5	nm0107543	nm0067584,nm0193704,nm0267868,nm0576035
tt0019109	0	1928	Comedy,Drama,Romance	69	7.7	nm0270838	nm0656264,nm0522871,nm0715723
tt0019130	0	1928	Drama,Horror,Mystery	110	7.6	nm0501902	nm0401076,nm0018470,nm0031033,nm0572610,nm0911709,nm0926417
tt0019195	0	1928	Drama,Romance	96	7.2	nm0629243	nm0938282,nm0580648,nm0014703,nm0191956,nm0547966
tt0019237	0	1928	Drama	85	6.7	nm0064600	nm0522674,nm0014703,nm0191956
tt0019254	0	1928	Biography,Drama,History	114	8.1	nm0003433	nm0217865,nm0003433
tt0019258	0	1928	Comedy,Drama,Romance	78	7.4	nm0896542	nm0175194,nm0817809
tt0019286	0	1928	Drama,War	74	7.0	nm0699877	nm0109283,nm0637210
tt0019304	0	1928	Crime,Drama,Film-Noir	84	6.6	nm0587277	nm0179993,nm0028636,nm0592217,nm0066946
tt0019344	0	1928	Drama	97	7.2	nm0909825	nm0560857,nm0909825,nm0837989,nm0173303,nm0709888
tt0019379	0	1928	Comedy,Romance	83	7.6	nm0896542	nm0426515,nm0821716,nm0817809
tt0019400	0	1928	Comedy,Romance,Sport	80	6.3	nm0176699	nm0604526,nm0696788,nm0394267
tt0019412	0	1928	Action,Comedy,Family	85	7.6	nm0928514	nm0340599,nm0623640,nm0736911,nm0090213,nm0218626,nm0397834,nm0809548
tt0019415	0	1928	Romance,Thriller	90	7.5	nm0000485	nm0902376,nm0000485
tt0019421	0	1928	Action,Comedy,Drama	70	7.8	nm0718469,nm0000036	nm0361882,nm0000036
tt0019429	0	1928	Drama	102	7.3	nm0097648	nm0388743,nm0458934,nm0843364
tt0019558	0	1928	Drama	113	7.3	nm0002233	nm0139714,nm0002233
tt0019563	0	1928	Drama,Horror,Mystery	65	7.2	nm0115218	nm0165470,nm0212240,nm0267868,nm0330370,nm0950150
tt0019574	0	1928	Drama,Romance	88	6.8	nm0886754,nm0280904	nm0639555,nm0236479,nm0192325,nm0173303
tt0019585	0	1928	Drama,Romance,Thriller	95	8.0	nm0803705	nm0547966,nm0769090,nm0173303
tt0019591	0	1928	Drama	98	7.1	nm0113284	nm0035158,nm0014703,nm0191956
tt0019611	0	1928	Drama,Fantasy	109	7.1	nm0235590	nm3715261,nm0879235,nm0235590
tt0019630	0	1929	Action,Crime,Romance	91	5.7	nm0922327	nm0922327,nm0837989,nm0942048,nm0140562,nm0637795
tt0019644	0	1929	Drama,Musical,Romance	80	7.1	nm0541149	nm0113103,nm0287124
tt0019646	0	1928	Drama,Romance	195	7.5	nm0478303	nm0478303,nm0077220,nm0957652
tt0019649	0	1929	Drama,War	70	7.2	nm0235590	nm0235590
tt0019655	0	1929	Crime,Drama,Romance	94	7.4	nm0562004	nm0562004,nm0844459,nm0889172
tt0019702	0	1929	Crime,Drama,Mystery	85	6.9	nm0000033	nm0071657,nm0000033,nm0506349,nm0003836
tt0019729	0	1929	Drama,Musical,Romance	100	5.5	nm0064600	nm0332539,nm0396876,nm0322299,nm0049898
tt0019735	0	1929	Crime,Drama,Mystery	90	6.3	nm0428059	nm0573937,nm0397608
tt0019760	0	1929	Documentary	68	8.3	nm0895048	nm0895048
tt0019777	0	1929	Comedy,Musical,Romance	96	6.8	nm0282984,nm0763798	nm0442151,nm0753452
tt0019788	0	1929	Drama,Romance	76	5.5	nm0853130	nm0007973,nm0108697,nm0340599,nm0573865,nm0853130
tt0019811	0	1929	Drama	62	6.7	nm0631438	nm0627454,nm0886861,nm0325135,nm0092015,nm0014703,nm0191956
tt0019823	0	1929	Biography,Drama,History	90	6.1	nm0337586	nm0430756,nm0030860,nm0662462
tt0019901	0	1929	Adventure,Comedy,Drama	95	7.2	nm0000485	nm0902376,nm0000485
tt0019946	0	1929	Drama,Music,Romance	92	6.0	nm0190516,nm0002233	nm0372942,nm0001890
tt0019959	0	1929	Drama,Musical	109	6.7	nm0896542	nm0875746,nm0770337,nm0725823,nm0896542,nm0014703
tt0019976	0	1929	Western	68	7.2	nm0943758	nm0477437,nm0715723,nm0837989
tt0019993	0	1929	Comedy,Music	130	5.7	nm0718469,nm0127511,nm0396876	nm0090213,nm0394267,nm0267868
tt0020018	0	1928	Drama,Western	95	5.5	nm0191899,nm0909825	nm0377958,nm0058179,nm0809548
tt0020030	0	1929	Adventure,Drama,History	105	7.0	nm0245385	nm0001196,nm0241416,nm0940689,nm0192325,nm0195503,nm0245385,nm0724863,nm0733997
tt0020062	0	1929	Drama,Romance	62	6.8	nm0275494	nm0767683,nm0473134,nm0014703
