tconst	primaryTitle	genres	isAdult	averageRating	directors	writers
tt0085615	Gorky Park	Crime,Drama,Mystery	0	6.7	nm0000776	nm0809262,nm0693259
tt0085636	Halloween III: Season of the Witch	Horror,Mystery,Sci-Fi	0	5.2	nm0908890	nm0908890,nm0000118,nm0460600
tt0085701	The Hunger	Drama,Horror	0	6.6	nm0001716	nm0182689,nm0859241,nm0834460
tt0085750	Jaws 3-D	Adventure,Horror,Thriller	0	3.7	nm0023469	nm0001940,nm0558577,nm0331956,nm0874100,nm0437393
tt0085794	The King of Comedy	Comedy,Crime,Drama	0	7.8	nm0000217	nm0956857
tt0085809	Koyaanisqatsi	Documentary,Music	0	8.2	nm0716585	nm0716585,nm0294825,nm0006129,nm0909479,nm7030243,nm10878502,nm10878503,nm0213499,nm10878504
tt0085811	Krull	Action,Adventure,Fantasy	0	6.1	nm0946811	nm0792589
tt0085859	Local Hero	Comedy,Drama	0	7.3	nm0287025	nm0287025
tt0085868	Losin' It	Comedy,Drama	0	4.9	nm0000436	nm0636165,nm0319932
tt0085894	The Man with Two Brains	Comedy,Romance,Sci-Fi	0	6.4	nm0005348	nm0320553,nm0000188,nm0005348
tt0085919	Max Dugan Returns	Comedy,Drama	0	6.7	nm0006889	nm0800319
tt0085937	Microwave Massacre	Comedy,Horror	0	4.2	nm0078540	nm0802058,nm0610897
tt0085959	Monty Python's the Meaning of Life	Comedy,Musical	0	7.5	nm0001402	nm0001037,nm0000092,nm0000416,nm0001385,nm0001402,nm0001589
tt0085970	Mr. Mom	Comedy,Drama	0	6.6	nm0236769	nm0000455
tt0085980	My Tutor	Comedy	0	5.2	nm0101055	nm0731249
tt0085995	Vacation	Adventure,Comedy	0	7.3	nm0000601	nm0000455
tt0086005	Never Cry Wolf	Adventure,Drama	0	7.5	nm0050597	nm0610246,nm0000436,nm0358334,nm0459350,nm0001747,nm0180644,nm0525137,nm0298995
tt0086006	Never Say Never Again	Action,Adventure,Thriller	0	6.1	nm0449984	nm0565886,nm0926525,nm0001220,nm0783913
tt0086034	Octopussy	Action,Adventure,Thriller	0	6.5	nm0322515	nm0292129,nm0537363,nm0933865,nm0001220
tt0086066	The Outsiders	Crime,Drama	0	7.0	nm0000338	nm0746634,nm0386023
tt0086087	Pauline at the Beach	Comedy,Drama,Romance	0	7.3	nm0006445	nm0006445
tt0086129	Porky's II: The Next Day	Comedy	0	5.0	nm0163706	nm0842011,nm0650276,nm0163706
tt0086143	Private School	Comedy,Romance	0	5.3	nm0085457	nm0338633,nm0641791
tt0086148	Golgo 13: The Professional	Action,Animation,Crime	0	6.8	nm0223411	nm1278275,nm1077474
tt0086154	Psycho II	Crime,Horror,Mystery	0	6.6	nm0002207	nm0276169,nm0088645
tt0086190	Star Wars: Episode VI - Return of the Jedi	Action,Adventure,Fantasy	0	8.3	nm0549658	nm0001410,nm0000184
tt0086197	The Right Stuff	Adventure,Biography,Drama	0	7.8	nm0442241	nm0442241,nm0004366
tt0086200	Risky Business	Comedy,Crime,Drama	0	6.8	nm0001887	nm0001887
tt0086250	Scarface	Crime,Drama	0	8.3	nm0000361	nm0000231,nm0001328,nm0372942,nm0870660
tt0086312	Silkwood	Biography,Drama,History	0	7.1	nm0001566	nm0001188,nm0035146
tt0086320	Sleepaway Camp	Horror	0	6.2	nm0385349	nm0385349
tt0086325	Smokey and the Bandit Part 3	Action,Comedy,Crime	0	3.5	nm0523310	nm0083699,nm0201984,nm0001276,nm0506597,nm0624102,nm0000608
tt0086336	Something Wicked This Way Comes	Fantasy,Mystery,Thriller	0	6.7	nm0002338	nm0001969
tt0086346	Spacehunter: Adventures in the Forbidden Zone	Action,Adventure,Sci-Fi	0	5.5	nm0425593	nm0362402,nm0480879,nm0696400,nm0721063,nm0325175,nm0089676
tt0086361	Staying Alive	Drama,Music,Romance	0	4.8	nm0000230	nm0169936,nm0000230,nm0923319
tt0086373	Strange Brew	Comedy,Crime,Sci-Fi	0	6.6	nm0001548,nm0858686	nm0001548,nm0858686,nm0208923
tt0086383	Sudden Impact	Action,Crime,Thriller	0	6.6	nm0000142	nm0277807,nm0277849,nm0830472,nm0808073,nm0682309,nm0679326
tt0086393	Superman III	Action,Adventure,Comedy	0	5.0	nm0504513	nm0796950,nm0795975,nm0628058,nm0628174,nm0701374
tt0086423	Tender Mercies	Drama,Music	0	7.3	nm0000915	nm0285210
tt0086425	Terms of Endearment	Comedy,Drama	0	7.4	nm0000985	nm0573505,nm0000985
tt0086465	Trading Places	Comedy	0	7.5	nm0000484	nm0365390,nm0918339
tt0086491	Twilight Zone: The Movie	Horror,Sci-Fi	0	6.4	nm0001102,nm0000484,nm0004306,nm0000229	nm0000484,nm0425138,nm0558577,nm0558953,nm0003198,nm0785245,nm0307561
tt0086508	Uncommon Valor	Action,Drama,Thriller	0	6.3	nm0467646	nm0311020,nm0369567
tt0086525	Valley Girl	Comedy,Romance	0	6.4	nm0004838	nm0485229,nm0186988
tt0086541	Videodrome	Drama,Horror,Sci-Fi	0	7.2	nm0000343	nm0000343
tt0086567	WarGames	Action,Drama,Sci-Fi	0	7.1	nm0000824	nm0489623,nm0662748
tt0086605	Winners & Sinners	Action,Comedy,Crime	0	6.6	nm0005033	nm0005033,nm0938944
tt0086617	The Year of Living Dangerously	Drama,Romance,War	0	7.1	nm0001837	nm0932011,nm0001837,nm0462272,nm0788991
tt0086619	Yentl	Drama,Musical,Romance	0	6.6	nm0000659	nm0742768,nm0000659,nm0801953
tt0086637	Zelig	Comedy	0	7.6	nm0000095	nm0000095
tt0086837	2010: The Year We Make Contact	Adventure,Mystery,Sci-Fi	0	6.7	nm0001382	nm0002009,nm0001382
tt0086856	The Adventures of Buckaroo Banzai Across the 8th Dimension	Adventure,Comedy,Sci-Fi	0	6.2	nm0725379	nm0711996
tt0086859	Against All Odds	Action,Adventure,Crime	0	5.9	nm0000431	nm0400591,nm0537784
tt0086873	All of Me	Comedy,Fantasy,Romance	0	6.7	nm0005348	nm0204552,nm0646255,nm0004675
tt0086879	Amadeus	Biography,Drama,Music	0	8.4	nm0001232	nm0787323,nm0537004
tt0086907	Antonio Gaudí	Documentary	0	7.2	nm0856267	
tt0086927	Bachelor Party	Comedy	0	6.3	nm0411477	nm0411444,nm0411477,nm0698493
tt0086946	Beat Street	Drama,Music	0	6.5	nm0490133	nm0353519,nm0001112,nm1230704,nm0325709
tt0086955	Best Defense	Comedy,War	0	3.8	nm0404754	nm0343525,nm0441718,nm0404754
tt0086960	Beverly Hills Cop	Action,Comedy,Crime	0	7.4	nm0000976	nm0677943,nm0045301
tt0086969	Birdy	Drama,War	0	7.2	nm0000570	nm0923607,nm0472255,nm0066986
tt0086973	Blame It on Rio	Comedy,Romance	0	5.8	nm0002045	nm0676361,nm0312205,nm0001945
tt0086978	Blind Date	Horror,Sci-Fi,Thriller	0	4.9	nm0557789	nm0557789,nm0675072
tt0086979	Blood Simple	Crime,Drama,Thriller	0	7.5	nm0001054,nm0001053	nm0001054,nm0001053
tt0086984	Body Double	Crime,Drama,Mystery	0	6.8	nm0000361	nm0043334,nm0000361
tt0086993	The Bounty	Adventure,Drama,History	0	7.0	nm0002044	nm0004122,nm0396429,nm0612786
tt0086994	Boy Meets Girl	Drama,Romance	0	6.9	nm0136021	nm0136021
tt0086998	Breakin'	Comedy,Drama,Music	0	5.9	nm0797854	nm1075788,nm0213414,nm0768724
tt0086999	Breakin' 2: Electric Boogaloo	Comedy,Drama,Musical	0	5.2	nm0278735	nm1075788,nm0213414,nm0893330,nm0716984
tt0087003	Broadway Danny Rose	Comedy	0	7.4	nm0000095	nm0000095
tt0087004	The Brother from Another Planet	Comedy,Sci-Fi	0	6.7	nm0000626	nm0000626
tt0087032	Cannonball Run II	Action,Comedy	0	5.1	nm0624102,nm0000835	nm0946717,nm0624102,nm0748665,nm0588458
tt0087042	Cheech & Chong's: The Corsican Brothers	Comedy	0	4.6	nm0001045,nm0001507	nm0001507,nm0001045,nm2273480,nm0547499
tt0087050	Children of the Corn	Horror,Thriller	0	5.6	nm0452607	nm0000175,nm0326070
tt0087062	City Heat	Action,Comedy,Crime	0	5.5	nm0000907	nm0001175,nm0830472
tt0087065	Cloak & Dagger	Action,Adventure,Crime	0	6.6	nm0002207	nm0276169,nm0941280,nm0235683
tt0087075	The Company of Wolves	Drama,Fantasy,Horror	0	6.6	nm0001403	nm0141462,nm0001403,nm0674518
tt0087078	Conan the Destroyer	Action,Adventure,Fantasy	0	5.9	nm0281507	nm0397574,nm0859471,nm0176689,nm0542970
tt0087089	The Cotton Club	Crime,Drama,Music	0	6.6	nm0000338	nm0448379,nm0000338,nm0701374,nm0368180
tt0087175	Dreamscape	Action,Adventure,Horror	0	6.3	nm0747849	nm0521739,nm0751080,nm0747849
tt0087182	Dune	Action,Adventure,Sci-Fi	0	6.3	nm0000186	nm0378541,nm0000186
tt0087188	The Ship Sails On	Drama,Music	0	7.5	nm0000019	nm0000019,nm0346096
tt0087231	The Falcon and the Snowman	Biography,Crime,Drama	0	6.8	nm0772259	nm0512396,nm0001873
tt0087262	Firestarter	Action,Horror,Sci-Fi	0	6.1	nm0504495	nm0000175,nm0542970
tt0087265	The Flamingo Kid	Comedy,Drama,Romance	0	6.2	nm0005190	nm0551075,nm0005190
tt0087277	Footloose	Drama,Music,Romance	0	6.6	nm0006889	nm0685673
tt0087280	The Element of Crime	Crime,Drama,Thriller	0	6.7	nm0001885	nm0001885,nm0905071,nm0702935,nm0906824
tt0087298	Friday the 13th: The Final Chapter	Horror,Thriller	0	6.0	nm0957263	nm0566699,nm0413826,nm0457725,nm0914536,nm0169231,nm0757239,nm0192446
tt0087332	Ghostbusters	Action,Comedy,Fantasy	0	7.8	nm0718645	nm0000101,nm0000601,nm0001548
tt0087344	Godzilla 1985	Action,Drama,Sci-Fi	0	6.1	nm0368057,nm0457970,nm0393094,nm0557927,nm0559398,nm0605743	nm0073399,nm0215269,nm0613547,nm0619069,nm0620283,nm0709752,nm0782883,nm0849083,nm0866617,nm0918876,nm0945517
tt0087363	Gremlins	Comedy,Fantasy,Horror	0	7.3	nm0001102	nm0001060
tt0087425	Hot Dog... The Movie	Comedy,Romance,Sport	0	5.1	nm0548533	nm0555549
tt0087469	Indiana Jones and the Temple of Doom	Action,Adventure	0	7.5	nm0000229	nm0404754,nm0441718,nm0000184
tt0087507	Johnny Dangerously	Comedy,Crime	0	6.5	nm0002132	nm0825799,nm0474374,nm0173080,nm0364825
tt0087538	The Karate Kid	Action,Drama,Family	0	7.3	nm0000814	nm0436543
tt0087544	Nausicaä of the Valley of the Wind	Adventure,Animation,Sci-Fi	0	8.0	nm0594503	nm0594503,nm0411872
tt0087553	The Killing Fields	Biography,Drama,History	0	7.8	nm0423646	nm0732430
tt0087578	Wheels on Meals	Action,Comedy,Crime	0	7.0	nm0005033	nm0849282,nm1471273,nm1847973
tt0087597	The Last Starfighter	Action,Adventure,Sci-Fi	0	6.7	nm0145309	nm0079471
tt0087635	The Lonely Guy	Comedy,Romance	0	6.2	nm0002137	nm0918165,nm0200090,nm0800319,nm0295171
tt0087650	Love and Doves	Comedy,Drama,Romance	0	7.9	nm0579828	nm0348636
tt0087666	Making the Grade	Comedy,Romance	0	5.6	nm0907697	nm0704164,nm0301829,nm13619420
tt0087700	Meatballs Part II	Comedy	0	3.8	nm0927296	nm0457725,nm0914536,nm0801905
tt0087727	Missing in Action	Action,Adventure,Drama	0	5.4	nm0957263	nm0798649,nm0506062,nm0082893,nm0116145,nm0189845,nm0393678
tt0087746	Mortuary	Horror	0	5.1	nm0042849	nm0042849,nm0773104
tt0087747	Moscow on the Hudson	Comedy,Drama,Romance	0	6.5	nm0005196	nm0005196,nm0135117
tt0087755	The Muppets Take Manhattan	Adventure,Comedy,Drama	0	6.8	nm0000568	nm0665305,nm0850695,nm0000568
tt0087781	The Natural	Drama,Sport	0	7.4	nm0001469	nm0538897,nm0870013,nm0244620
tt0087799	Night of the Comet	Comedy,Horror,Sci-Fi	0	6.3	nm0248054	nm0248054
tt0087800	A Nightmare on Elm Street	Horror	0	7.4	nm0000127	nm0000127
tt0087803	1984	Drama,Sci-Fi	0	7.0	nm0705535	nm0705535,nm0000567
tt0087810	No Small Affair	Comedy,Drama,Music	0	5.5	nm0770234	nm0093271,nm0611689
tt0087835	Oh, God! You Devil	Comedy,Fantasy	0	5.4	nm0091575	nm0000921,nm0180011
tt0087843	Once Upon a Time in America	Crime,Drama	0	8.3	nm0001466	nm0340580,nm0073053,nm0207401,nm0575804,nm0033490,nm0274853,nm0001466,nm0436757,nm0002759
tt0087884	Paris, Texas	Drama	0	8.1	nm0000694	nm0141281,nm0001731,nm0232924
tt0087892	A Passage to India	Adventure,Drama,History	0	7.3	nm0000180	nm0286950,nm1802792,nm0000180
tt0087909	Phenomena	Crime,Horror,Mystery	0	6.7	nm0000783	nm0000783,nm0274853
tt0087910	The Philadelphia Experiment	Adventure,Drama,Romance	0	6.1	nm0706296	nm0417903,nm0337008,nm0072112,nm0415979,nm0075688,nm1121400
tt0087921	Places in the Heart	Drama	0	7.4	nm0000914	nm0000914
tt0087928	Police Academy	Comedy	0	6.7	nm0933505	nm0411477,nm0698493,nm0933505,nm0556487
tt0087932	The Pope of Greenwich Village	Action,Comedy,Crime	0	6.6	nm0742341	nm0665932
tt0087951	Protocol	Comedy	0	5.5	nm0006889	nm0377750,nm0796124,nm0583600,nm0588458
tt0087957	Purple Rain	Drama,Music,Romance	0	6.5	nm0536299	nm0536299,nm0088479
tt0087980	The Razor's Edge	Drama,Romance,War	0	6.4	nm0126440	nm0560857,nm0126440,nm0000195
tt0087985	Red Dawn	Action,Drama,Thriller	0	6.3	nm0587518	nm0721817,nm0587518
tt0087995	Repo Man	Comedy,Crime,Sci-Fi	0	6.8	nm0007182	nm0007182
tt0088000	Revenge of the Nerds	Comedy	0	6.6	nm0437596	nm0582481,nm0854185,nm0951599,nm0119542
tt0088007	The River	Drama	0	6.3	nm0041932	nm0226889,nm0058057
tt0088011	Romancing the Stone	Action,Adventure,Comedy	0	6.9	nm0000709	nm0858736
tt0088024	Runaway	Action,Crime,Drama	0	5.9	nm0000341	nm0000341
tt0088103	Sheena: Queen of the Jungle	Adventure,Fantasy	0	4.9	nm0347086	nm0628058,nm0783913,nm0828562,nm0251683,nm0252162
tt0088117	Silent Night, Deadly Night	Horror,Thriller	0	5.8	nm0783398	nm0128858,nm0382652
tt0088128	Sixteen Candles	Comedy,Romance	0	7.0	nm0000455	nm0000455
tt0088146	A Soldier's Story	Crime,Drama,Mystery	0	7.2	nm0422484	nm0298191
tt0088161	Splash	Comedy,Fantasy,Romance	0	6.3	nm0000165	nm0004976,nm0295171,nm0304665,nm0541632
tt0088170	Star Trek III: The Search for Spock	Action,Adventure,Sci-Fi	0	6.6	nm0000559	nm0734472,nm0071790
tt0088172	Starman	Romance,Sci-Fi	0	7.0	nm0000118	nm0262595,nm0317279
tt0088178	Stop Making Sense	Documentary,Music	0	8.7	nm0001129	nm0001129,nm0848088
tt0088184	Stranger Than Paradise	Comedy,Drama	0	7.4	nm0000464	nm0000464,nm0527099
tt0088206	Supergirl	Action,Adventure,Fantasy	0	4.4	nm0844358	nm0643973
tt0088247	The Terminator	Action,Adventure,Sci-Fi	0	8.1	nm0000116	nm0000116,nm0005036,nm0936537
tt0088258	This Is Spinal Tap	Comedy,Music	0	7.9	nm0001661	nm0001302,nm0571106,nm0733427,nm0001661
tt0088272	Tightrope	Crime,Mystery,Thriller	0	6.3	nm0876227	nm0876227
tt0088275	The Times of Harvey Milk	Biography,Documentary,History	0	8.2	nm0258531	nm0168012,nm0933145,nm0258531
tt0088286	Top Secret!	Comedy,Crime,Music	0	7.2	nm0000720,nm0001878,nm0958387	nm0000720,nm0001878,nm0958387,nm0121789
tt0088323	The NeverEnding Story	Adventure,Drama,Family	0	7.3	nm0000583	nm0000583,nm0917833,nm0256779,nm0247691
tt0088414	The Woman in Red	Comedy,Romance	0	6.0	nm0000698	nm0196362,nm0002216,nm0000698
tt0088461	What Have I Done to Deserve This?	Comedy,Drama	0	7.1	nm0000264	nm0000264
tt0088680	After Hours	Comedy,Crime,Drama	0	7.6	nm0000217	nm0591387
tt0088683	Agnes of God	Drama,Mystery	0	6.6	nm0422484	nm0682196
tt0088707	American Flyers	Drama,Sport	0	6.5	nm0000824	nm0856270
tt0088708	American Ninja	Action,Adventure,Romance	0	5.5	nm0278735	nm0210335,nm0459047,nm0024948
tt0088760	Baby: Secret of the Lost Legend	Adventure,Family,Sci-Fi	0	5.1	nm0636165	nm0337731,nm0337825,nm0588206
tt0088763	Back to the Future	Adventure,Comedy,Sci-Fi	0	8.5	nm0000709	nm0000709,nm0301826
tt0088794	Better Off Dead	Comedy,Romance	0	7.1	nm0390822	nm0390822
tt0088814	The Black Cauldron	Action,Adventure,Animation	0	6.3	nm0075859,nm0723704	nm0018583,nm0420679,nm0314788,nm0075859,nm0723704,nm0932960,nm0605730,nm0949954,nm0828245,nm0354940,nm0803100,nm0004877,nm0547850,nm0401362,nm0789873,nm0560329,nm0615780,nm0166256,nm0498991,nm0953650
tt0088846	Brazil	Drama,Sci-Fi,Thriller	0	7.8	nm0000416	nm0000416,nm0001779,nm0571650,nm0023395
tt0088847	The Breakfast Club	Comedy,Drama	0	7.8	nm0000455	nm0000455
tt0088850	Brewster's Millions	Comedy	0	6.5	nm0001353	nm0567346,nm0918339,nm0365390
tt0088885	The Care Bears Movie	Adventure,Animation,Comedy	0	5.6	nm0783676,nm16004151,nm0773780	nm0766558,nm0235931,nm0250172,nm0265283,nm0473653,nm0689871,nm0774050,nm0787324,nm0928821
tt0088889	Cat's Eye	Comedy,Drama,Horror	0	6.3	nm0853546	nm0000175
tt0088915	A Chorus Line	Drama,Music,Musical	0	6.2	nm0000277	nm0776068,nm1378431,nm0456788,nm0200600
tt0088930	Clue	Comedy,Crime,Mystery	0	7.3	nm0528718	nm0000484,nm0528718,nm0695422
tt0088933	Cocoon	Comedy,Drama,Sci-Fi	0	6.7	nm0000165	nm0070676,nm0764545
tt0088939	The Color Purple	Drama	0	7.7	nm0000229	nm0583675,nm0907504
tt0088944	Commando	Action,Adventure,Thriller	0	6.7	nm0504495	nm0517188,nm0918861,nm0211823
tt0088967	Crimewave	Comedy,Crime,Horror	0	5.5	nm0000600	nm0001053,nm0001054,nm0000600
tt0088979	D.A.R.Y.L.	Family,Sci-Fi	0	6.3	nm0934578	nm0024388,nm0778819,nm1521062
tt0088993	Day of the Dead	Horror,Thriller	0	7.1	nm0001681	nm0001681
tt0089003	Death Wish 3	Action,Crime,Drama	0	5.8	nm0935382	nm0415979,nm0307257
tt0089015	Desert Hearts	Drama,Romance	0	7.1	nm0215123	nm0750022,nm0178276
tt0089017	Desperately Seeking Susan	Comedy,Drama	0	6.1	nm0782384	nm0054713
tt0089087	The Emerald Forest	Action,Adventure,Drama	0	6.9	nm0000958	nm0657853,nm7232973
tt0089092	Enemy Mine	Action,Adventure,Drama	0	6.8	nm0000583	nm0519530,nm0451689
tt0089114	Explorers	Adventure,Comedy,Family	0	6.4	nm0001102	nm0525591
tt0089118	F/X	Action,Thriller	0	6.7	nm0541677	nm0576312,nm0281411
tt0089126	Fandango	Comedy,Drama	0	6.7	nm0721817	nm0721817
tt0089153	Flesh+Blood	Adventure,Drama	0	6.7	nm0000682	nm0812121,nm0000682
tt0089155	Fletch	Comedy,Crime,Mystery	0	6.9	nm0006916	nm0567780,nm0000921,nm0004675
tt0089167	Fraternity Vacation	Comedy	0	5.3	nm0292419	nm0365712
tt0089173	Friday the 13th: A New Beginning	Horror,Mystery,Thriller	0	4.8	nm0826164	nm0457725,nm0169308,nm0826164,nm0566699,nm0192446,nm0791803
tt0089175	Fright Night	Horror	0	7.0	nm0276169	nm0276169
tt0089177	My Lucky Stars	Action,Comedy,Crime	0	6.3	nm0005033	nm0938944,nm1022277,nm0516314,nm1847973
tt0089208	Girls Just Want to Have Fun	Comedy,Music,Romance	0	6.0	nm0582635	nm0818650
tt0089218	The Goonies	Adventure,Comedy,Family	0	7.7	nm0001149	nm0001060,nm0000229
tt0089222	Gotcha!	Action,Comedy,Mystery	0	6.2	nm0437596	nm0378146,nm0330108
tt0089276	The Official Story	Drama,History	0	7.7	nm0699933	nm0097548,nm0699933
tt0089308	Howling II: ... Your Sister Is a Werewolf	Horror,Thriller	0	3.8	nm0602333	nm0104707,nm0765434
tt0089360	Jagged Edge	Drama,Mystery,Thriller	0	6.5	nm0549658	nm0000390
tt0089370	The Jewel of the Nile	Action,Adventure,Comedy	0	6.1	nm0853546	nm0742797,nm0465199,nm0858736
tt0089374	Police Story	Action,Comedy,Crime	0	7.5	nm0000329	nm0000329,nm0849282
tt0089385	The Journey of Natty Gann	Adventure,Drama,Family	0	7.0	nm0434571	nm0742236
tt0089393	Just One of the Guys	Comedy,Romance	0	6.5	nm0331989	nm0271022,nm0291449
tt0089421	King Solomon's Mines	Action,Adventure,Comedy	0	5.2	nm0496746	nm0353584,nm0704164,nm0798033
tt0089424	Kiss of the Spider Woman	Drama	0	7.3	nm0002199	nm0700194,nm0775055
tt0089457	Ladyhawke	Adventure,Comedy,Drama	0	6.9	nm0001149	nm0451689,nm0859241,nm0542539,nm0672459
tt0089461	The Last Dragon	Action,Comedy,Drama	0	6.8	nm0776317	nm0893207
tt0089469	Legend	Adventure,Fantasy,Romance	0	6.3	nm0000631	nm0387132
tt0089489	Lifeforce	Action,Horror,Mystery	0	6.1	nm0001361	nm0933214,nm0639321,nm0415979,nm0035830,nm0690905
tt0089504	Lost in America	Comedy	0	7.0	nm0000983	nm0000983,nm0569606
tt0089530	Mad Max Beyond Thunderdome	Action,Adventure,Sci-Fi	0	6.2	nm0004306,nm0644695	nm0371249,nm0004306,nm0447945
tt0089538	The Malibu Bikini Shop	Comedy,Romance	0	4.8	nm0917066	nm0917066
tt0089560	Mask	Biography,Drama	0	7.2	nm0000953	nm0357703
tt0089601	Mischief	Comedy,Romance	0	6.5	nm0198991	nm0085457
tt0089604	Missing in Action 2: The Beginning	Action,Drama,Thriller	0	5.3	nm0393678	nm0798649,nm0506062,nm0082893
tt0089606	My Life as a Dog	Comedy,Drama	0	7.6	nm0002120	nm0433653,nm0002120,nm0117530,nm0074719
tt0089622	Morons from Outer Space	Adventure,Comedy,Music	0	4.5	nm0388198	nm0722619,nm0809321
tt0089643	Murphy's Romance	Comedy,Drama,Romance	0	7.0	nm0728688	nm0774945,nm0290809,nm0712419
tt0089652	My Science Project	Action,Adventure,Comedy	0	5.9	nm0079471	nm0079471
tt0089670	National Lampoon's European Vacation	Adventure,Comedy	0	6.2	nm0002132	nm0000455,nm0458228
tt0089686	A Nightmare on Elm Street 2: Freddy's Revenge	Horror	0	5.5	nm0794791	nm0153883,nm0000127
tt0089730	Once Bitten	Comedy,Horror	0	5.6	nm0832573	nm0898001,nm0385653,nm0369492,nm0731271
tt0089755	Out of Africa	Biography,Drama,Romance	0	7.1	nm0001628	nm0227598,nm0862189,nm1429643,nm0525104
tt0089767	Pale Rider	Drama,Western	0	7.3	nm0000142	nm0125060,nm0795461
tt0089791	Pee-wee's Big Adventure	Adventure,Comedy,Family	0	7.0	nm0000318	nm0367005,nm0000607,nm0889962
tt0089798	Perfect	Drama,Romance	0	4.7	nm0108745	nm0490061,nm0108745
tt0089822	Police Academy 2: Their First Assignment	Comedy	0	5.8	nm0661577,nm0797526	nm0411477,nm0698493,nm0087904,nm0790775
tt0089826	Porky's Revenge	Comedy	0	4.8	nm0464506	nm0163706,nm0825829
tt0089839	Private Resort	Comedy	0	5.2	nm0101055	nm0593370,nm0781896,nm0921023
tt0089841	Prizzi's Honor	Comedy,Crime,Drama	0	6.7	nm0001379	nm0174410,nm0730027
tt0089847	The Protector	Action,Crime,Thriller	0	5.7	nm0322785	nm0322785,nm1146362
tt0089853	The Purple Rose of Cairo	Comedy,Fantasy,Romance	0	7.7	nm0000095	nm0000095
tt0089869	The Quiet Earth	Drama,Mystery,Sci-Fi	0	6.7	nm0614276	nm0365532,nm0046326,nm0492649,nm0683578
tt0089880	Rambo: First Blood Part II	Action,Adventure,Thriller	0	6.5	nm0181902	nm0606251,nm0418883,nm0000230,nm0000116
tt0089881	Ran	Action,Drama,War	0	8.2	nm0000041	nm0000041,nm0644823,nm0406836,nm0000636
tt0089885	Re-Animator	Comedy,Horror,Sci-Fi	0	7.1	nm0002340	nm0522454,nm0660016,nm0635920,nm0002340
tt0089886	Real Genius	Comedy,Romance,Sci-Fi	0	6.9	nm0004838	nm0411477,nm0698493,nm0868242
tt0089893	Red Sonja	Action,Adventure,Fantasy	0	5.1	nm0281507	nm0397574,nm0264088,nm0292129,nm0859471,nm0934817
tt0089901	Remo Williams: The Adventure Begins	Action,Adventure,Comedy	0	6.4	nm0357891	nm0764592,nm0614775,nm0228970,nm0357891
tt0089907	The Return of the Living Dead	Comedy,Horror,Sci-Fi	0	7.3	nm0639321	nm0723248,nm0751652,nm0834183,nm0639321
tt0089908	Return to Oz	Adventure,Family,Fantasy	0	6.7	nm0004555	nm0004555,nm0219456,nm0000875
tt0089913	Revolution	Adventure,Drama,History	0	5.3	nm0399853	nm0226889
tt0089927	Rocky IV	Drama,Sport	0	6.9	nm0000230	nm0000230
tt0089941	Runaway Train	Action,Adventure,Drama	0	7.2	nm0464846	nm0000041,nm0587429,nm0956928,nm0120483,nm0452878,nm0644823
tt0089960	Vagabond	Drama	0	7.6	nm0889513	nm0889513
tt0089961	Santa Claus	Adventure,Family,Fantasy	0	6.3	nm0844358	nm0628058,nm0628174
tt0089981	Secret Admirer	Comedy,Romance	0	6.5	nm0339264	nm0467942,nm0339264
tt0090021	Silver Bullet	Horror	0	6.4	nm0003733	nm0000175
tt0090022	Silverado	Action,Crime,Drama	0	7.2	nm0001410	nm0001410,nm0440461
tt0090037	Smooth Talk	Drama,Romance,Thriller	0	6.5	nm0159154	nm0643093,nm0170822
tt0090056	Spies Like Us	Adventure,Comedy	0	6.4	nm0000484	nm0000101,nm0858686,nm0304665,nm0541632
tt0090060	St. Elmo's Fire	Drama,Romance	0	6.4	nm0001708	nm0001708,nm0475802
tt0090095	Subway	Thriller	0	6.5	nm0000108	nm0000108,nm0427136,nm0494378,nm0674700,nm0773389
tt0090098	Summer Rental	Comedy	0	6.3	nm0005348	nm0828484,nm0718459
tt0090103	The Sure Thing	Comedy,Drama,Romance	0	7.0	nm0001661	nm0089237,nm0731271
tt0090110	Sweet Dreams	Biography,Drama,Music	0	7.0	nm0718554	nm0315205
tt0090142	Teen Wolf	Comedy,Fantasy,Romance	0	6.1	nm0199722	nm0517188,nm0918861
tt0090180	To Live and Die in L.A.	Action,Crime,Drama	0	7.3	nm0001243	nm0677514,nm0001243
tt0090182	Tokyo-Ga	Documentary	0	7.3	nm0000694	nm0000694
tt0090190	The Toxic Avenger	Action,Comedy,Horror	0	6.2	nm0381230,nm0442207	nm0442207,nm0728766,nm0855988,nm0835376
tt0090203	The Trip to Bountiful	Drama	0	7.4	nm0557751	nm0285210
tt0090206	Three Men and a Cradle	Comedy	0	6.6	nm0785684	nm0785684
tt0090248	Vampire Hunter D	Action,Animation,Fantasy	0	7.0	nm0038953	nm0452837,nm0386259
tt0090264	A View to a Kill	Action,Adventure,Thriller	0	6.3	nm0322515	nm0537363,nm0933865,nm0001220
tt0090274	Volunteers	Adventure,Comedy	0	5.5	nm0583292	nm0505867,nm0410539,nm0188219
tt0090305	Weird Science	Comedy,Romance,Sci-Fi	0	6.6	nm0000455	nm0000455,nm0271167,nm0301362
tt0090319	White Nights	Drama,Music	0	6.7	nm0000431	nm0063953,nm0400591,nm0235683
tt0090329	Witness	Drama,Romance,Thriller	0	7.4	nm0001837	nm0446015,nm0908807,nm0908620
